age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
65,170.9,99.7,F,oui,master,Auvergne-Rhône-Alpes,oui,non,500.0,marié,4.0,0.34,576.0,650.918,500.0
41,177.0,58.1,F,oui,master,Bretagne,oui,oui,1441.0,veuf,2.0,0.19,565.0,1307.961000000001,15677.7412061166
56,177.9,35.806,H,non,aucun,Corse,oui,non,2664.0,célibataire,5.0,0.44,557.0,700.76,500.0
44,169.3,71.6,H,oui,bac,Île-de-France,non,non,2988.0,célibataire,3.0,0.59,304.0,350.82,500.0
33,172.6,83.9,F,oui,aucun,Occitanie,non,oui,957.0,veuf,0.0,0.87,580.0,837.274,601.5892381444185
59,158.0,75.0,H,oui,aucun,Corse,non,non,500.0,divorcé,5.0,0.34,557.0,663.35,500.0
65,168.8,53.8,H,oui,master,Bretagne,oui,oui,3167.0,célibataire,2.0,0.35,745.0,987.182,40528.20690293357
64,164.3,82.4,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,5037.0,marié,5.0,0.11,557.0,852.9119999999999,15236.480650484404
23,155.1,78.1,F,non,doctorat,Hauts-de-France,oui,oui,1167.0,veuf,1.0,0.65,553.0,886.734,6054.168117300304
61,166.4,76.7,H,oui,bac+2,Occitanie,non,oui,3190.0,veuf,5.0,0.73,557.0,622.87,24133.44170721536
37,173.6,57.2,F,oui,master,Île-de-France,non,oui,500.0,divorcé,1.0,0.35,414.0,482.6199999999999,25395.491172086597
50,159.6,52.3,F,non,master,Normandie,oui,non,1045.0,divorcé,4.0,0.25,378.0,851.652,500.0
41,171.8,77.2,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,4358.0,veuf,3.0,0.52,581.0,770.2539999999999,13923.371423371214
52,173.3,50.6,H,non,bac+2,Hauts-de-France,non,oui,2073.0,veuf,4.0,0.4,576.0,758.0060000000001,7696.4604789687455
51,168.8,77.8,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1430.0,veuf,5.0,0.5,557.0,696.388,500.0
37,174.4,91.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1687.0,divorcé,1.0,0.62,337.0,564.27,32244.15268333524
67,183.6,64.9,H,non,master,Corse,non,non,4221.0,veuf,2.0,0.18,533.0,636.0600000000001,500.0
18,167.6,76.4,F,oui,master,Normandie,non,non,3748.0,divorcé,0.0,0.19,580.0,1069.02,500.0
27,165.4,37.3,H,non,master,Île-de-France,oui,oui,3576.0,veuf,5.0,0.48,563.0,970.89,12009.026420338245
39,174.9,73.1,F,non,master,Hauts-de-France,non,non,2011.0,célibataire,3.0,0.79,581.0,490.37,500.0
62,174.5,87.5,H,non,bac+2,Corse,non,oui,4706.0,marié,5.0,0.18,557.0,789.8800000000001,12816.893600619926
62,177.7,45.4,H,oui,bac+2,Hauts-de-France,non,oui,500.0,marié,3.0,0.02,618.0,837.7660000000002,14621.737792041486
75,171.0,63.4,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2685.0,veuf,1.0,0.94,605.0,899.958,500.0
69,169.1,52.9,H,non,aucun,Île-de-France,oui,non,2328.0,divorcé,2.0,0.01,834.0,739.4480000000001,500.0
18,166.3,71.0,F,oui,master,Corse,non,non,3028.0,veuf,0.0,0.27,580.0,1019.082,500.0
65,182.7,69.2,H,non,master,Corse,non,non,3776.0,célibataire,4.0,0.28,576.0,1062.1479999999997,500.0
23,175.7,71.4,H,non,master,Hauts-de-France,non,non,764.0,célibataire,2.0,0.6,577.0,265.2039,500.0
42,189.0,50.7,F,oui,master,Bretagne,oui,non,2556.0,marié,5.0,0.74,685.0,755.3019999999999,500.0
46,171.3,79.1,F,oui,bac+2,Île-de-France,non,oui,1749.0,divorcé,1.0,0.99,553.0,1186.84,19185.71007451976
75,175.1,65.4,H,oui,master,Corse,non,oui,1893.0,divorcé,3.0,0.82,543.0,930.2859999999998,17360.680783560034
33,169.1,53.0,H,oui,aucun,Île-de-France,oui,non,3864.0,marié,5.0,0.31,557.0,773.194,500.0
64,167.0,87.8,F,non,aucun,Bretagne,non,non,3231.0,célibataire,4.0,0.42,691.0,728.232,500.0
28,162.9,53.6,F,non,master,Île-de-France,non,oui,3571.0,célibataire,4.0,0.98,477.0,986.598,23426.68977199119
55,154.5,65.3,H,oui,master,Île-de-France,non,non,2400.0,célibataire,1.0,0.39,761.0,938.46,14707.616516937214
58,160.7,73.9,H,oui,aucun,Bretagne,oui,non,1085.0,célibataire,1.0,0.05,443.0,677.98,500.0
19,174.9,59.4,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3509.0,célibataire,2.0,0.89,577.0,800.97,14029.45863955272
35,174.0,57.2,F,non,master,Occitanie,oui,oui,1160.0,célibataire,2.0,0.56,483.0,938.6439999999999,2328.801471800949
56,149.7,64.5,H,non,doctorat,Occitanie,non,oui,2660.0,veuf,4.0,0.05,576.0,796.7719999999999,28321.516227569453
18,162.9,61.1,H,oui,aucun,Normandie,oui,oui,3818.0,célibataire,1.0,0.1,553.0,803.632,8300.46583239124
71,178.8,72.3,F,non,aucun,Corse,oui,non,998.0,divorcé,4.0,0.39,524.0,373.25,500.0
42,166.5,78.3,F,non,aucun,Hauts-de-France,oui,non,2810.0,marié,2.0,0.18,577.0,691.7940000000001,500.0
74,158.0,60.5,F,oui,bac,Auvergne-Rhône-Alpes,non,non,3958.0,célibataire,1.0,0.49,553.0,589.55,500.0
33,177.2,82.9,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,4040.0,veuf,2.0,0.76,577.0,750.6,500.0
33,168.3,75.0,F,non,aucun,Île-de-France,non,non,2934.0,veuf,4.0,0.83,576.0,889.6619999999999,500.0
38,159.3,96.7,H,non,aucun,Île-de-France,non,oui,2291.0,célibataire,5.0,0.08,763.0,855.6540000000001,21728.70265918484
68,179.6,63.4,F,oui,bac+2,Normandie,non,non,2818.0,marié,5.0,0.84,557.0,907.942,500.0
75,154.8,78.7,H,non,bac,Corse,non,non,4676.0,divorcé,1.0,0.57,694.0,884.7540000000001,500.0
19,184.3,75.9,H,oui,bac,Corse,oui,non,3011.0,célibataire,4.0,0.6,576.0,744.5459999999999,500.0
33,152.5,72.0,H,non,aucun,Occitanie,non,oui,1744.0,marié,1.0,0.91,312.0,815.0579999999999,500.0
38,166.2,75.0,H,oui,master,Occitanie,non,non,2445.0,marié,5.0,0.37,557.0,1004.9439999999998,5985.695147366836
32,177.9,69.8,F,oui,bac,Bretagne,non,non,2387.0,divorcé,2.0,0.22,577.0,885.63,3543.6621585618554
57,182.6,87.1,H,oui,doctorat,Hauts-de-France,non,oui,1597.0,marié,5.0,0.7,639.0,1070.724,31268.27702631601
65,153.7,60.8,H,oui,master,Occitanie,oui,non,1185.0,célibataire,3.0,0.69,581.0,725.73,500.0
24,161.3,60.5,H,oui,master,Bretagne,oui,oui,2951.0,divorcé,5.0,0.56,334.0,1003.1020000000001,20974.301162694257
61,165.5,77.5,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,949.0,divorcé,4.0,0.02,576.0,1060.038,13890.4529260375
37,179.8,86.4,F,non,master,Hauts-de-France,non,non,2276.0,veuf,5.0,0.16,489.0,1217.44,500.0
35,173.0,57.9,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3176.0,célibataire,5.0,0.31,313.0,762.4280000000001,46745.60635500457
65,156.5,47.7,F,non,bac+2,Normandie,oui,non,4453.0,veuf,5.0,0.6,534.0,460.01,500.0
61,174.0,64.4,H,oui,bac,Corse,oui,non,3228.0,célibataire,0.0,0.79,580.0,663.4399999999999,500.0
61,181.0,47.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3192.0,marié,4.0,0.03,576.0,917.8879999999999,30898.12346442135
68,160.2,74.1,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3428.0,célibataire,5.0,0.77,557.0,880.3900000000001,7665.501956720779
27,150.0,86.1,H,non,bac,Normandie,oui,oui,2879.0,veuf,1.0,0.62,553.0,904.426,3349.744144557455
62,176.8,74.9,F,non,aucun,Hauts-de-France,non,oui,2788.0,marié,0.0,0.29,580.0,904.808,500.0
38,173.9,88.1,F,non,bac+2,Hauts-de-France,oui,non,2334.0,divorcé,4.0,0.96,576.0,806.182,500.0
39,161.5,55.4,F,oui,aucun,Occitanie,non,oui,703.0,veuf,5.0,0.84,557.0,705.642,579.3974887282877
62,164.5,47.7,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1743.0,célibataire,0.0,0.15,580.0,753.396,500.0
45,180.3,60.0,H,oui,aucun,Corse,oui,oui,1490.0,veuf,0.0,0.25,580.0,708.662,500.0
51,163.7,99.8,H,non,bac,Bretagne,oui,non,3465.0,veuf,4.0,0.76,702.0,910.2759999999998,500.0
23,183.6,83.5,H,oui,bac+2,Île-de-France,oui,non,2387.0,veuf,2.0,0.81,739.0,923.6139999999999,500.0
33,175.4,86.7,H,non,bac+2,Hauts-de-France,non,non,1650.0,célibataire,1.0,0.75,553.0,738.434,500.0
25,155.7,77.5,F,oui,bac+2,Hauts-de-France,oui,non,2370.0,marié,3.0,0.82,581.0,603.88,500.0
38,178.3,62.1,H,oui,bac+2,Hauts-de-France,oui,oui,3704.0,veuf,1.0,0.01,425.0,285.41,14884.729405727216
40,150.3,75.4,H,oui,doctorat,Île-de-France,oui,non,1043.0,marié,4.0,0.48,719.0,764.86,13684.953136583248
41,170.7,67.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1217.0,divorcé,2.0,0.68,682.0,849.732,11529.798741792576
56,179.2,88.2,F,oui,bac,Occitanie,oui,oui,2792.0,veuf,2.0,0.62,626.0,864.2959999999999,500.0
53,160.2,62.2,H,non,bac,Corse,non,oui,875.0,divorcé,3.0,0.12,669.0,834.7,500.0
52,180.1,69.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1686.0,célibataire,1.0,0.84,553.0,869.756,10086.919320008365
54,177.6,84.0,H,non,bac+2,Hauts-de-France,oui,non,1876.0,célibataire,3.0,0.52,581.0,806.184,500.0
58,176.2,88.9,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,500.0,divorcé,3.0,0.73,785.0,291.91,13505.520294628031
18,174.3,91.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1792.0,célibataire,3.0,0.56,581.0,725.52,500.0
32,182.8,103.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2484.0,marié,5.0,0.16,557.0,712.488,14474.521230572302
19,167.4,49.2,F,non,bac+2,Corse,oui,oui,1341.0,veuf,0.0,0.69,570.0,1176.54,500.0
50,171.9,67.2,H,non,bac,Normandie,non,oui,1464.0,célibataire,2.0,0.27,577.0,446.968,500.0
26,177.2,69.9,F,oui,bac+2,Bretagne,non,non,500.0,divorcé,5.0,0.08,557.0,806.098,500.0
70,160.7,56.1,F,non,bac+2,Normandie,oui,non,3755.0,célibataire,3.0,0.76,318.0,735.226,500.0
51,174.1,58.5,H,non,master,Île-de-France,non,non,2652.0,veuf,4.0,0.92,768.0,707.78,500.0
68,177.2,72.8,F,oui,bac+2,Normandie,non,oui,3892.0,divorcé,0.0,0.46,580.0,848.564,27810.673063023347
31,151.8,53.8,F,non,bac+2,Hauts-de-France,non,non,3186.0,célibataire,3.0,0.75,581.0,764.2539999999999,500.0
52,168.9,69.3,H,oui,bac+2,Corse,oui,non,1928.0,marié,0.0,0.91,580.0,806.3860000000001,500.0
64,173.0,66.2,H,oui,master,Normandie,non,oui,2518.0,célibataire,4.0,0.87,576.0,1307.961000000001,21178.08365205545
24,176.5,63.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2593.0,divorcé,5.0,0.68,557.0,472.17,500.0
37,173.3,82.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1953.0,divorcé,1.0,0.15,356.0,809.284,22358.98789092836
68,159.0,103.2,H,oui,bac,Île-de-France,oui,oui,3337.0,veuf,3.0,0.26,581.0,676.472,9360.63279862444
27,166.4,55.5,H,oui,doctorat,Corse,oui,non,2339.0,célibataire,0.0,0.59,580.0,731.6,500.0
47,165.8,76.1,H,non,bac+2,Corse,oui,oui,4166.0,divorcé,4.0,0.86,576.0,912.38,6242.243106734053
63,159.1,89.5,F,oui,doctorat,Hauts-de-France,oui,oui,900.0,marié,2.0,0.68,577.0,889.7240000000002,6973.6325372896645
40,172.5,92.5,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,4574.0,marié,1.0,0.13,553.0,1086.15,9942.987296518457
57,187.1,53.8,F,oui,aucun,Bretagne,oui,oui,1573.0,veuf,4.0,0.05,576.0,723.01,500.0
62,169.0,71.0,H,non,bac,Île-de-France,oui,oui,2404.0,marié,1.0,0.69,553.0,516.31,9155.90013439457
40,193.19399999999996,44.1,H,oui,bac,Normandie,non,oui,1660.0,veuf,5.0,0.52,799.0,850.1899999999999,15279.232173570374
28,168.7,63.8,H,non,aucun,Normandie,oui,oui,2987.0,célibataire,5.0,0.16,557.0,798.786,3426.8492967480315
43,167.7,70.7,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2747.0,célibataire,3.0,0.27,777.0,818.5,500.0
21,148.7,63.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2711.0,veuf,4.0,0.5,576.0,825.626,30709.96531664265
43,188.9,101.1,F,oui,doctorat,Corse,oui,oui,2094.0,célibataire,5.0,0.0,658.0,499.486,10948.885245464136
55,165.1,70.0,H,non,bac,Auvergne-Rhône-Alpes,non,oui,3997.0,marié,5.0,0.41,557.0,842.174,22231.97321248849
49,177.1,72.8,F,oui,bac,Hauts-de-France,oui,oui,1545.0,célibataire,1.0,0.8,716.0,775.08,500.0
58,164.8,89.0,H,non,bac,Corse,non,non,2942.0,veuf,0.0,0.56,560.0,795.372,500.0
75,171.6,85.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3699.0,célibataire,5.0,0.57,557.0,661.31,4247.479089404679
71,160.4,67.6,H,oui,bac,Île-de-France,non,oui,500.0,célibataire,0.0,0.51,701.0,482.6199999999999,30551.98802808907
38,158.6,79.9,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2323.0,veuf,5.0,0.64,557.0,561.96,23066.28845141842
25,146.9,79.9,F,non,aucun,Occitanie,non,non,3683.0,célibataire,3.0,0.07,581.0,584.946,500.0
33,168.6,68.0,H,non,aucun,Corse,oui,non,1422.0,veuf,1.0,0.92,553.0,1209.91,500.0
52,165.4,59.6,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3357.0,divorcé,1.0,0.91,514.0,474.99,18244.265756080065
32,175.6,86.5,H,non,bac+2,Occitanie,non,oui,2467.0,célibataire,3.0,0.93,530.0,1003.6139999999999,16185.064244023328
64,178.5,90.0,F,non,bac,Hauts-de-France,non,non,1720.0,veuf,3.0,0.92,581.0,772.5540000000001,500.0
48,174.2,80.2,F,oui,bac+2,Hauts-de-France,oui,oui,1369.0,veuf,2.0,0.02,577.0,954.274,4980.213631587762
62,180.9,58.4,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3499.0,divorcé,1.0,0.41,421.0,705.006,2621.991170390659
57,168.3,53.4,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2287.0,célibataire,2.0,0.01,577.0,943.698,14917.002154526905
48,193.19399999999996,57.1,F,oui,aucun,Île-de-France,non,oui,2726.0,célibataire,4.0,1.0,576.0,820.5619999999999,12007.005961914414
57,177.9,68.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2572.0,veuf,4.0,0.12,576.0,659.894,500.0
50,166.9,93.1,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,4591.0,veuf,3.0,0.65,538.0,403.35,23335.49676636848
18,178.1,86.1,H,non,aucun,Bretagne,oui,oui,608.0,marié,3.0,0.88,581.0,798.0960000000001,500.0
36,173.1,46.8,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,1414.0,marié,3.0,0.23,581.0,727.09,500.0
73,167.3,69.0,H,oui,aucun,Hauts-de-France,oui,non,3046.0,célibataire,1.0,0.63,553.0,781.2919999999999,500.0
61,164.3,82.5,H,non,doctorat,Hauts-de-France,non,oui,3185.0,divorcé,5.0,0.27,557.0,820.406,27523.765043023657
21,177.6,63.7,H,non,bac,Hauts-de-France,oui,oui,4034.0,divorcé,5.0,0.25,557.0,703.878,2631.080774396934
37,155.2,89.3,H,non,master,Normandie,oui,oui,2070.0,divorcé,5.0,0.51,803.0,739.762,11058.632095273046
36,167.0,86.7,F,non,doctorat,Normandie,non,oui,3223.0,marié,0.0,0.66,751.0,746.4480000000001,19516.454511962416
29,180.6,65.9,H,oui,aucun,Hauts-de-France,oui,non,2368.0,veuf,4.0,0.37,352.0,863.982,500.0
48,168.1,87.4,F,non,bac,Normandie,oui,oui,1686.0,veuf,0.0,0.56,486.0,1213.08,500.0
39,184.0,67.8,F,oui,master,Île-de-France,non,oui,656.0,célibataire,2.0,0.23,577.0,621.65,14910.42674736496
52,170.2,94.5,H,oui,master,Auvergne-Rhône-Alpes,oui,non,2598.0,divorcé,1.0,0.04,553.0,971.86,1897.745189060438
33,146.9,71.2,F,non,aucun,Bretagne,non,oui,2072.0,divorcé,3.0,0.03,581.0,739.762,500.0
34,179.2,56.8,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1973.0,divorcé,2.0,0.53,766.0,666.8459999999999,16815.322371461785
23,164.1,49.0,H,oui,doctorat,Occitanie,non,oui,3103.0,marié,2.0,0.95,577.0,916.7139999999999,38277.86419615981
38,183.2,78.5,F,non,aucun,Hauts-de-France,oui,non,2855.0,veuf,1.0,0.39,548.0,862.2280000000001,500.0
18,169.9,84.0,H,oui,doctorat,Île-de-France,non,non,3148.0,veuf,1.0,0.39,754.0,791.742,19354.689040026744
31,174.3,64.7,H,non,doctorat,Occitanie,non,oui,1962.0,divorcé,5.0,0.12,557.0,758.444,33448.00488309777
40,158.3,79.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3992.0,marié,5.0,0.06,557.0,752.284,16257.947402038808
26,179.7,86.7,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3645.0,divorcé,5.0,0.97,557.0,932.592,3212.0712674130014
21,180.8,39.3,F,non,bac+2,Bretagne,non,oui,2549.0,veuf,4.0,0.19,576.0,911.418,19270.696548097803
24,180.2,83.2,F,non,bac,Corse,non,oui,3160.0,célibataire,2.0,0.74,722.0,1081.074,8655.723626350307
56,179.4,64.1,H,oui,bac+2,Hauts-de-France,non,non,592.0,marié,5.0,0.73,374.0,752.496,500.0
65,170.3,47.6,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2219.0,veuf,5.0,0.79,656.0,761.454,6917.19408936927
43,172.4,57.2,F,non,master,Occitanie,oui,oui,3600.0,divorcé,1.0,0.83,531.0,771.216,16236.95900661788
64,170.2,65.2,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,3819.0,veuf,1.0,0.18,553.0,756.37,32060.90344736834
61,176.1,56.1,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,3962.0,veuf,0.0,0.78,580.0,801.3539999999999,21275.117252567423
33,175.0,78.0,F,oui,master,Bretagne,oui,oui,2985.0,divorcé,2.0,0.65,577.0,916.49,18833.236518612
53,160.7,61.1,H,oui,master,Occitanie,oui,oui,4682.0,divorcé,3.0,0.85,846.0,762.46,28162.577196715654
57,174.0,79.0,H,non,master,Auvergne-Rhône-Alpes,oui,non,1067.0,marié,4.0,0.96,576.0,901.116,500.0
38,167.6,58.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2031.0,divorcé,1.0,0.21,553.0,806.004,500.0
45,161.0,63.7,F,oui,doctorat,Île-de-France,oui,non,3117.0,célibataire,3.0,0.68,581.0,775.152,6603.535706612271
74,157.8,35.806,H,non,aucun,Occitanie,non,non,3657.0,divorcé,0.0,0.48,721.0,850.76,500.0
33,164.4,64.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2019.0,marié,0.0,1.0,763.0,598.666,4652.518842300937
71,163.6,46.1,F,non,master,Hauts-de-France,oui,oui,3307.0,divorcé,1.0,0.99,553.0,682.9860000000001,5298.906752642442
61,153.2,87.3,F,oui,bac,Bretagne,non,oui,500.0,marié,5.0,0.89,430.0,705.82,9475.221095705489
33,169.6,99.2,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,3090.0,marié,2.0,0.14,508.0,725.34,25318.321346095523
30,169.4,95.2,F,non,master,Corse,non,non,1644.0,célibataire,4.0,0.41,576.0,610.58,500.0
58,155.6,49.1,H,oui,aucun,Île-de-France,oui,oui,3861.0,veuf,1.0,0.51,553.0,873.5959999999999,11085.79416369356
42,162.5,54.5,F,oui,bac,Hauts-de-France,non,oui,1201.0,marié,4.0,0.48,576.0,971.76,14451.314157669694
46,184.1,74.9,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1739.0,veuf,3.0,0.1,333.0,928.4379999999999,500.0
19,163.0,94.4,H,non,aucun,Normandie,non,non,3196.0,divorcé,0.0,0.51,580.0,740.0559999999998,500.0
38,159.2,73.6,H,non,bac+2,Bretagne,non,oui,2940.0,célibataire,4.0,0.76,744.0,734.49,28058.797577534933
63,154.6,66.8,F,oui,bac,Bretagne,oui,non,2454.0,veuf,0.0,0.97,721.0,760.5060000000001,500.0
28,164.7,67.6,F,oui,bac+2,Bretagne,non,non,2824.0,marié,1.0,0.34,553.0,989.1880000000001,3542.798050055929
55,165.3,80.5,H,non,aucun,Hauts-de-France,non,non,2262.0,marié,1.0,0.8,553.0,480.28200000000004,500.0
23,158.7,62.7,H,non,master,Provence-Alpes-Côte d’Azur,non,non,2672.0,veuf,0.0,0.37,465.0,722.378,6092.632886191398
24,177.0,35.806,F,non,aucun,Bretagne,non,non,517.0,divorcé,3.0,0.06,581.0,789.466,500.0
54,146.9,103.2,F,oui,doctorat,Hauts-de-France,oui,non,1506.0,marié,5.0,0.83,557.0,919.2360000000001,500.0
26,193.19399999999996,48.1,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3803.0,célibataire,3.0,0.81,581.0,623.04,5447.512822257256
63,165.0,77.1,H,oui,bac+2,Corse,non,oui,1803.0,marié,5.0,0.19,557.0,790.462,6632.956761864
72,176.7,50.8,H,oui,doctorat,Occitanie,oui,oui,1930.0,marié,3.0,0.17,581.0,979.3539999999999,20374.39103270054
66,160.5,73.3,F,oui,aucun,Occitanie,non,oui,3762.0,veuf,3.0,0.32,581.0,359.37600000000003,14793.912515869875
22,159.9,78.7,H,non,master,Bretagne,oui,non,2260.0,marié,1.0,0.28,629.0,683.4359999999999,500.0
48,166.0,72.5,H,non,doctorat,Occitanie,oui,oui,2681.0,marié,3.0,0.73,581.0,1045.428,20519.04609579224
31,183.2,74.9,H,non,bac+2,Corse,non,non,1705.0,veuf,3.0,0.16,693.0,865.292,500.0
24,174.1,95.0,F,non,bac+2,Corse,non,non,2075.0,marié,2.0,0.77,765.0,767.5999999999999,500.0
28,174.7,69.9,H,oui,bac,Hauts-de-France,non,non,1163.0,marié,2.0,0.29,577.0,920.936,500.0
49,166.8,70.2,F,oui,doctorat,Corse,oui,oui,4140.0,marié,0.0,0.1,580.0,424.19,11417.12690625142
69,172.3,70.7,F,oui,bac,Bretagne,oui,non,1817.0,célibataire,2.0,0.56,577.0,654.58,500.0
41,160.4,65.0,H,non,aucun,Normandie,non,non,3750.0,célibataire,4.0,0.26,307.0,876.0459999999999,500.0
35,170.8,48.6,F,non,doctorat,Bretagne,oui,oui,2541.0,veuf,4.0,0.85,576.0,955.692,13760.457854977982
64,179.5,64.6,F,oui,doctorat,Normandie,oui,oui,3344.0,célibataire,3.0,0.38,431.0,911.5260000000001,12483.472051435909
72,172.0,45.3,F,oui,master,Corse,oui,oui,2209.0,célibataire,1.0,0.34,717.0,845.42,3810.979568097087
20,181.7,86.8,F,oui,master,Hauts-de-France,non,oui,2242.0,marié,0.0,0.95,327.0,904.382,14911.12920217478
26,174.3,52.0,F,non,aucun,Bretagne,non,non,3257.0,divorcé,3.0,0.24,581.0,881.0139999999999,500.0
47,163.8,90.8,H,non,master,Bretagne,non,oui,4254.0,marié,4.0,0.26,576.0,721.1,33124.20584400077
22,168.6,68.0,F,oui,bac+2,Normandie,oui,oui,1288.0,veuf,3.0,0.87,657.0,802.3100000000001,2338.112333817608
53,182.7,71.2,F,non,bac,Bretagne,non,non,2741.0,célibataire,0.0,0.49,580.0,859.3399999999999,500.0
34,161.6,95.5,F,non,bac,Bretagne,non,oui,2370.0,célibataire,1.0,0.35,553.0,992.31,13022.596394805232
64,166.0,81.2,H,non,bac,Bretagne,oui,oui,1802.0,marié,1.0,0.43,553.0,1061.58,500.0
63,166.2,60.2,F,oui,master,Occitanie,non,oui,2803.0,divorcé,0.0,0.87,377.0,688.716,26211.07905727228
43,173.3,87.1,F,oui,master,Corse,oui,oui,3614.0,divorcé,5.0,0.65,557.0,781.062,8715.565851233325
69,175.1,69.0,F,non,master,Hauts-de-France,non,non,3593.0,célibataire,1.0,0.07,599.0,810.946,500.0
55,173.0,87.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,4441.0,veuf,3.0,0.75,581.0,969.318,39496.12476379096
60,173.4,70.9,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2241.0,marié,2.0,0.4,577.0,904.3820000000002,14843.576487645369
41,168.5,71.0,H,oui,bac+2,Bretagne,non,oui,4452.0,divorcé,4.0,0.89,528.0,982.84,38910.598349831525
48,169.1,88.7,H,oui,bac,Hauts-de-France,oui,non,3823.0,célibataire,3.0,0.49,581.0,662.0379999999999,500.0
51,174.0,73.5,H,non,bac,Corse,non,non,1797.0,veuf,2.0,0.66,846.0,591.59,500.0
36,184.5,75.5,F,oui,bac,Bretagne,oui,oui,4844.0,veuf,5.0,0.38,557.0,851.5380000000001,18176.534342321604
25,157.4,55.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,2815.0,marié,0.0,0.59,685.0,742.512,18651.153683592755
27,174.2,42.8,F,non,bac+2,Occitanie,non,oui,2119.0,célibataire,3.0,0.21,699.0,1139.118,21910.2315069594
28,169.3,69.3,F,oui,bac+2,Normandie,oui,non,3718.0,veuf,1.0,0.24,553.0,656.336,500.0
39,159.5,75.7,F,non,bac,Auvergne-Rhône-Alpes,non,non,2487.0,veuf,0.0,0.32,351.0,772.674,500.0
55,190.5,42.7,H,non,doctorat,Hauts-de-France,non,oui,1359.0,marié,2.0,0.63,617.0,864.874,12947.553249587192
31,158.4,46.1,F,oui,bac+2,Normandie,oui,oui,2749.0,divorcé,1.0,0.94,469.0,644.3820000000001,15837.393391736972
29,180.8,47.7,H,oui,bac,Île-de-France,non,non,2394.0,veuf,0.0,0.98,580.0,879.816,4187.396917176197
19,193.19399999999996,65.8,F,non,master,Auvergne-Rhône-Alpes,non,oui,2844.0,marié,0.0,0.41,580.0,765.0360000000001,18188.86628877288
21,171.2,70.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,5674.0,marié,5.0,0.75,549.0,369.68,11207.282072509854
74,179.4,80.7,H,oui,bac,Hauts-de-France,non,oui,2844.0,divorcé,5.0,0.29,831.0,715.518,28689.316266451555
47,157.7,56.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3031.0,célibataire,2.0,0.73,318.0,807.79,18605.49101348684
58,173.4,74.6,H,oui,doctorat,Hauts-de-France,non,oui,2837.0,divorcé,1.0,0.39,320.0,754.562,33225.55425269809
24,155.9,100.4,H,non,master,Île-de-France,oui,non,2709.0,marié,1.0,0.78,553.0,849.9580000000002,500.0
